Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY16-17,7/1/2016,7472,Wire Rope Cable Maint Mechanic,39,SFMTA,7472J,3585,3585,,44.8125,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7473,WireRopeCable Maint Mech Train,39,COMMN,7473J,2859,2859,,35.7375,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7473,WireRopeCable Maint Mech Train,39,SFMTA,7473J,2859,2859,,35.7375,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7480,Power Generation Technician 1,6,COMMN,7235,3117,3788,,38.9625,40.9125,42.95,45.1,47.35,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7480,Power Generation Technician 1,6,SFMTA,7235,3117,3788,,38.9625,40.9125,42.95,45.1,47.35,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7482,Power Generation Technician 2,6,COMMN,7480,3513,4270,,43.9125,46.1125,48.4125,50.8375,53.375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7482,Power Generation Technician 2,6,SFMTA,7480,3513,4270,,43.9125,46.1125,48.4125,50.8375,53.375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7484,Sr Power Generation Tech,6,COMMN,7615,3752,4561,,46.9,49.25,51.7125,54.2875,57.0125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7484,Sr Power Generation Tech,6,SFMTA,7615,3752,4561,,46.9,49.25,51.7125,54.2875,57.0125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7488,Power Generation Supervisor,6,COMMN,7955,4428,5383,,55.35,58.125,61.025,64.075,67.2875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7488,Power Generation Supervisor,6,SFMTA,7955,4428,5383,,55.35,58.125,61.025,64.075,67.2875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7501,Environmental Service Worker,261,COMMN,7501J,1306,2085,,16.325,17.5625,18.975,20.4625,22.1,23.8125,17.9375,19.575,21.1625,22.8,24.4125,26.0625,,,,,,,,
FY16-17,7/1/2016,7501,Environmental Service Worker,261,SFMTA,7501J,1306,2085,,16.325,17.5625,18.975,20.4625,22.1,23.8125,17.9375,19.575,21.1625,22.8,24.4125,26.0625,,,,,,,,
FY16-17,7/1/2016,7502,Asphalt Worker,261,COMMN,6505,2183,2654,,27.2875,28.65,30.0875,31.5875,33.175,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7502,Asphalt Worker,261,SFMTA,6505,2183,2654,,27.2875,28.65,30.0875,31.5875,33.175,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7510,Lighting Fixture Maint Worker,6,COMMN,6210,1890,2297,,23.625,24.8125,26.05,27.35,28.7125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7510,Lighting Fixture Maint Worker,6,SFMTA,6230,1909,2319,,23.8625,25.05,26.3,27.6125,28.9875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7514,General Laborer,261,COMMN,6465,2140,2602,,26.75,28.0875,29.5,30.975,32.525,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7514,General Laborer,261,SFMTA,6465,2140,2602,,26.75,28.0875,29.5,30.975,32.525,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7524,Institution Utility Worker,250,COMMN,6120,1809,2199,,22.6125,23.7375,24.925,26.175,27.4875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7524,Institution Utility Worker,250,SFMTA,6120,1809,2199,,22.6125,23.7375,24.925,26.175,27.4875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7540,Track Maintenance Worker,261,SFMTA,6505,2183,2654,,27.2875,28.65,30.0875,31.5875,33.175,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7542,Watershed Worker (Seasonal),790,COMMN,7542J,1756,1756,,21.95,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,7542,Watershed Worker (Seasonal),790,SFMTA,7542J,1756,1756,,21.95,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8104,Victim & Witness Technician,790,COMMN,6290,1965,2388,,24.5625,25.7875,27.075,28.425,29.85,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8104,Victim & Witness Technician,790,SFMTA,6290,1965,2388,,24.5625,25.7875,27.075,28.425,29.85,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8106,Legal Process Clerk,790,COMMN,6295,1970,2395,,24.625,25.8625,27.15,28.5125,29.9375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8106,Legal Process Clerk,790,SFMTA,6295,1970,2395,,24.625,25.8625,27.15,28.5125,29.9375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8108,Senior Legal Process Clerk,790,COMMN,6485,2161,2627,,27.0125,28.3625,29.7875,31.275,32.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8108,Senior Legal Process Clerk,790,SFMTA,6485,2161,2627,,27.0125,28.3625,29.7875,31.275,32.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8109,Document Examiner Technician,790,COMMN,6690,2388,2902,,29.85,31.3375,32.9,34.55,36.275,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8109,Document Examiner Technician,790,SFMTA,6690,2388,2902,,29.85,31.3375,32.9,34.55,36.275,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8113,Court Clerk,790,COMMN,7150,2989,3633,,37.3625,39.225,41.1875,43.25,45.4125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8113,Court Clerk,790,SFMTA,7150,2989,3633,,37.3625,39.225,41.1875,43.25,45.4125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8116,Legislative Calendar Clerk,22,COMMN,6595,2281,2772,,28.5125,29.9375,31.425,33,34.65,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8116,Legislative Calendar Clerk,22,SFMTA,6595,2281,2772,,28.5125,29.9375,31.425,33,34.65,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8118,Legislative Clerk,22,COMMN,6975,2745,3337,,34.3125,36.025,37.8375,39.725,41.7125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8118,Legislative Clerk,22,SFMTA,6975,2745,3337,,34.3125,36.025,37.8375,39.725,41.7125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8121,Transit Fare Insp. Sup/Invst.,200,SFMTA,7115,2940,3574,,36.75,38.5875,40.5125,42.5375,44.675,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8124,Invstgtor Ofc Citizen Cmplnts,790,COMMN,7245,3132,3807,,39.15,41.1125,43.1625,45.325,47.5875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8124,Invstgtor Ofc Citizen Cmplnts,790,SFMTA,7245,3132,3807,,39.15,41.1125,43.1625,45.325,47.5875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8126,"Sr Investigator, OCC",200,COMMN,7435,3436,4176,,42.95,45.1,47.35,49.725,52.2,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8126,"Sr Investigator, OCC",200,SFMTA,7435,3436,4176,,42.95,45.1,47.35,49.725,52.2,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8129,Victim/Witness Investigator 1,790,COMMN,6710,2412,2933,,30.15,31.6625,33.25,34.9125,36.6625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8129,Victim/Witness Investigator 1,790,SFMTA,6710,2412,2933,,30.15,31.6625,33.25,34.9125,36.6625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8131,Victim/Witness Investigator 2,790,COMMN,6900,2647,3217,,33.0875,34.7375,36.475,38.3,40.2125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8131,Victim/Witness Investigator 2,790,SFMTA,6900,2647,3217,,33.0875,34.7375,36.475,38.3,40.2125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8132,DA Investigative Assist,21,COMMN,8132J,2459,3138,,30.7375,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,
FY16-17,7/1/2016,8132,DA Investigative Assist,21,SFMTA,8132J,2459,3138,,30.7375,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,
FY16-17,7/1/2016,8133,Victim/Witness Investigator 3,790,COMMN,7260,3155,3836,,39.4375,41.4125,43.4875,45.6625,47.95,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8133,Victim/Witness Investigator 3,790,SFMTA,7260,3155,3836,,39.4375,41.4125,43.4875,45.6625,47.95,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8135,Asst Chf Victim/Wit Invstgtor,790,COMMN,7430,3426,4164,,42.825,44.9625,47.2125,49.575,52.05,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8135,Asst Chf Victim/Wit Invstgtor,790,SFMTA,7430,3426,4164,,42.825,44.9625,47.2125,49.575,52.05,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8137,Chf Victim/Witness Invstgtor,351,COMMN,7735,3978,4835,,49.725,52.2,54.8125,57.55,60.4375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8138,Court Reporter,790,COMMN,6740,2449,2977,,30.6125,32.1375,33.75,35.4375,37.2125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8138,Court Reporter,790,SFMTA,6740,2449,2977,,30.6125,32.1375,33.75,35.4375,37.2125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8139,Industrial Injury Investigator,790,COMMN,6850,2582,3138,,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8139,Industrial Injury Investigator,790,SFMTA,6850,2582,3138,,32.275,33.8875,35.5875,37.3625,39.225,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8141,Worker's Compensation Adjuster,790,COMMN,7110,2933,3566,,36.6625,38.5,40.425,42.45,44.575,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8141,Worker's Compensation Adjuster,790,SFMTA,7110,2933,3566,,36.6625,38.5,40.425,42.45,44.575,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8142,Public Defender's Investigator,790,COMMN,7245,3132,3807,,39.15,41.1125,43.1625,45.325,47.5875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8142,Public Defender's Investigator,790,SFMTA,7245,3132,3807,,39.15,41.1125,43.1625,45.325,47.5875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8143,Sr Public Defenders Invstgtor,790,COMMN,7415,3403,4137,,42.5375,44.675,46.9,49.25,51.7125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8143,Sr Public Defenders Invstgtor,790,SFMTA,7415,3403,4137,,42.5375,44.675,46.9,49.25,51.7125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8146,District Attry's Investigator,419,COMMN,8146J,3493,4458,,43.6625,45.85,48.1375,50.55,53.075,55.725,,,,,,,,,,,,,,
FY16-17,7/1/2016,8146,District Attry's Investigator,419,SFMTA,8146J,3493,4458,,43.6625,45.85,48.1375,50.55,53.075,55.725,,,,,,,,,,,,,,
FY16-17,7/1/2016,8147,Sr District Atty Investigator,419,COMMN,8147J,3799,4848,,47.4875,49.8625,52.35,54.9625,57.7125,60.6,,,,,,,,,,,,,,
FY16-17,7/1/2016,8147,Sr District Atty Investigator,419,SFMTA,8147J,3799,4848,,47.4875,49.8625,52.35,54.9625,57.7125,60.6,,,,,,,,,,,,,,
FY16-17,7/1/2016,8149,Asst Chf Dist Atty's Invstgtor,419,COMMN,8149J,4044,5161,,50.55,53.075,55.725,58.5125,61.4375,64.5125,,,,,,,,,,,,,,
FY16-17,7/1/2016,8149,Asst Chf Dist Atty's Invstgtor,419,SFMTA,8149J,4044,5161,,50.55,53.075,55.725,58.5125,61.4375,64.5125,,,,,,,,,,,,,,
FY16-17,7/1/2016,8151,"Claims Investigator, CA",22,COMMN,7485,3520,4278,,44,46.2125,48.5125,50.9375,53.475,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8151,"Claims Investigator, CA",22,SFMTA,7485,3520,4278,,44,46.2125,48.5125,50.9375,53.475,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8152,"SrClaimsInvstgtor,Cty Atty Ofc",22,COMMN,7685,3881,4717,,48.5125,50.9375,53.475,56.15,58.9625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8152,"SrClaimsInvstgtor,Cty Atty Ofc",22,SFMTA,7685,3881,4717,,48.5125,50.9375,53.475,56.15,58.9625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8157,Child Support Officer I,790,COMMN,6575,2258,2745,,28.225,29.6375,31.125,32.675,34.3125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8157,Child Support Officer I,790,SFMTA,6575,2258,2745,,28.225,29.6375,31.125,32.675,34.3125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8158,Child Support Officer II,790,COMMN,6880,2621,3187,,32.7625,34.4,36.125,37.9375,39.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8158,Child Support Officer II,790,SFMTA,6880,2621,3187,,32.7625,34.4,36.125,37.9375,39.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8159,Child Support Officer III,790,COMMN,7240,3126,3799,,39.075,41.025,43.075,45.225,47.4875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8159,Child Support Officer III,790,SFMTA,7240,3126,3799,,39.075,41.025,43.075,45.225,47.4875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8165,Worker's Comp Supervisor 1,790,COMMN,7600,3724,4527,,46.55,48.875,51.325,53.8875,56.5875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8165,Worker's Comp Supervisor 1,790,SFMTA,7600,3724,4527,,46.55,48.875,51.325,53.8875,56.5875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8167,Admin Hearing Examiner,21,COMMN,7285,3194,3881,,39.925,41.9125,44,46.2125,48.5125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8167,Admin Hearing Examiner,21,SFMTA,7285,3194,3881,,39.925,41.9125,44,46.2125,48.5125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8168,Administrative Hearing Sup,21,SFMTA,7560,3653,4440,,45.6625,47.95,50.35,52.8625,55.5,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8169,Legislative Asst City Atty Ofc,22,COMMN,6915,2666,3241,,33.325,35,36.75,38.5875,40.5125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8169,Legislative Asst City Atty Ofc,22,SFMTA,6915,2666,3241,,33.325,35,36.75,38.5875,40.5125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8170,Medical Claims Supervisor,790,COMMN,7260,3155,3836,,39.4375,41.4125,43.4875,45.6625,47.95,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8170,Medical Claims Supervisor,790,SFMTA,7260,3155,3836,,39.4375,41.4125,43.4875,45.6625,47.95,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8173,Legal Assistant,21,COMMN,7015,2800,3403,,35,36.75,38.5875,40.5125,42.5375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8173,Legal Assistant,21,SFMTA,7015,2800,3403,,35,36.75,38.5875,40.5125,42.5375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8177,Attorney (Civil/Criminal),311,COMMN,8177J,4287,7509,,53.5875,56.275,57.65,59.075,62.0375,65.125,66.7375,68.3625,70.075,73.5625,77.25,81.075,83.0875,85.15,89.425,93.8625,,,,
FY16-17,7/1/2016,8181,Assistant Chief Attorney 1,311,COMMN,8885,6968,8470,,87.1,91.4625,96.025,100.8375,105.875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8181,Assistant Chief Attorney 1,311,SFMTA,8885,6968,8470,,87.1,91.4625,96.025,100.8375,105.875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8182,"Head Atty, Civil & Criminal",311,COMMN,8785,6636,8067,,82.95,87.1,91.4625,96.025,100.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8182,"Head Atty, Civil & Criminal",311,SFMTA,8785,6636,8067,,82.95,87.1,91.4625,96.025,100.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8183,Assistant Chief Attorney 2,311,COMMN,8985,7317,8893,,91.4625,96.025,100.8375,105.875,111.1625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8183,Assistant Chief Attorney 2,311,SFMTA,8985,7317,8893,,91.4625,96.025,100.8375,105.875,111.1625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8190,"Attorney, Tax Collector",311,COMMN,8745,6510,7913,,81.375,85.45,89.725,94.2125,98.9125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8193,Chief Atty1 (Civil & Criminal),311,COMMN,9005,7394,8988,,92.425,97.05,101.9,106.9875,112.35,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8193,Chief Atty1 (Civil & Criminal),311,SFMTA,9005,7394,8988,,92.425,97.05,101.9,106.9875,112.35,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8196,Public Defender,556,COMMN,8196J,9300,9300,,116.25,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8197,City Attorney,556,COMMN,8197J,9565,9565,,119.5576,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8198,District Attorney,556,COMMN,8198J,10277,10277,,128.462,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8201,School Crossing Guard,790,COMMN,8201J,1395,1395,,17.4375,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8201,School Crossing Guard,790,SFMTA,8201J,1395,1395,,17.4375,,,,,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8202,Security Guard,790,COMMN,8202J,1740,2115,6,21.75,22.8375,23.975,25.175,26.4375,26.4375,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,
FY16-17,7/1/2016,8202,Security Guard,790,SFMTA,8202J,1740,2115,6,21.75,22.8375,23.975,25.175,26.4375,26.4375,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,
FY16-17,7/1/2016,8204,Institutional Police Officer,790,COMMN,6755,2466,2997,,30.825,32.3625,33.9875,35.6875,37.4625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8204,Institutional Police Officer,790,SFMTA,6755,2466,2997,,30.825,32.3625,33.9875,35.6875,37.4625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8205,Institutional Police Sergeant,969,COMMN,8205J,2784,4852,,47.5,49.9125,52.3875,55.025,57.75,60.65,34.8,36.5625,38.3875,40.2875,42.3125,,,,,,,,,
FY16-17,7/1/2016,8205,Institutional Police Sergeant,969,SFMTA,8205J,2784,4852,,47.5,49.9125,52.3875,55.025,57.75,60.65,34.8,36.5625,38.3875,40.2875,42.3125,,,,,,,,,
FY16-17,7/1/2016,8207,Bldg & Grounds Patrol Officer,790,COMMN,6440,2115,2571,,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8207,Bldg & Grounds Patrol Officer,790,SFMTA,6440,2115,2571,,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8208,Park Patrol Officer,790,COMMN,6440,2115,2571,,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8208,Park Patrol Officer,790,SFMTA,6440,2115,2571,,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8210,Head Park Patrol Officer,790,COMMN,6880,2621,3187,,32.7625,34.4,36.125,37.9375,39.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8210,Head Park Patrol Officer,790,SFMTA,6880,2621,3187,,32.7625,34.4,36.125,37.9375,39.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8211,Supv Bldg Grounds Patrol Ofcr,790,COMMN,6590,2274,2764,,28.425,29.85,31.3375,32.9,34.55,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8214,Parking Control Officer,790,SFMTA,8214J,1990,2564,,24.875,25.6,26.8875,28.225,29.6375,31.125,32.05,,,,,,,,,,,,,
FY16-17,7/1/2016,8216,Senior Parking Control Officer,790,SFMTA,8216J,2377,3064,,29.7125,30.6125,32.1375,33.75,35.4375,37.2125,38.3,,,,,,,,,,,,,
FY16-17,7/1/2016,8217,Comm Pol Svcs Aide Supervisor,790,COMMN,6890,2632,3199,,32.9,34.55,36.275,38.0875,39.9875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8217,Comm Pol Svcs Aide Supervisor,790,SFMTA,6890,2632,3199,,32.9,34.55,36.275,38.0875,39.9875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8219,Parking Enforcement Admin,21,COMMN,7285,3194,3881,,39.925,41.9125,44,46.2125,48.5125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8219,Parking Enforcement Admin,21,SFMTA,7285,3194,3881,,39.925,41.9125,44,46.2125,48.5125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8220,"Director, Parking Enforcement",351,COMMN,7490,3527,4286,,44.0875,46.3,48.6,51.025,53.575,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8220,"Director, Parking Enforcement",351,SFMTA,7490,3527,4286,,44.0875,46.3,48.6,51.025,53.575,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8226,Museum Guard,790,COMMN,6440,2115,2571,,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8226,Museum Guard,790,SFMTA,6440,2115,2571,,26.4375,27.7625,29.15,30.6125,32.1375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8228,Museum Sec Supv,790,COMMN,6660,2354,2862,,29.425,30.9,32.45,34.075,35.775,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8228,Museum Sec Supv,790,SFMTA,6660,2354,2862,,29.425,30.9,32.45,34.075,35.775,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8229,Mgr Museum Security Services,351,COMMN,7000,2779,3378,,34.7375,36.475,38.3,40.2125,42.225,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8234,Fire Alarm Dispatcher,790,COMMN,6900,2647,3217,,33.0875,34.7375,36.475,38.3,40.2125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8234,Fire Alarm Dispatcher,790,SFMTA,6900,2647,3217,,33.0875,34.7375,36.475,38.3,40.2125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8236,Chief Fire Alarm Dispatcher,790,COMMN,7250,3138,3815,,39.225,41.1875,43.25,45.4125,47.6875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8236,Chief Fire Alarm Dispatcher,790,SFMTA,7250,3138,3815,,39.225,41.1875,43.25,45.4125,47.6875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8237,Public Safety Comm Tech,790,COMMN,6900,2647,3217,,33.0875,34.7375,36.475,38.3,40.2125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8238,Public SafetyComm Disp,790,COMMN,7250,3138,3815,,39.225,41.1875,43.25,45.4125,47.6875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8238,Public SafetyComm Disp,790,SFMTA,7250,3138,3815,,39.225,41.1875,43.25,45.4125,47.6875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8239,Public SafetyComm Supv,790,COMMN,7490,3527,4286,,44.0875,46.3,48.6,51.025,53.575,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8239,Public SafetyComm Supv,790,SFMTA,7490,3527,4286,,44.0875,46.3,48.6,51.025,53.575,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8240,Pub Safety Communication Coord,21,COMMN,7465,3486,4238,,43.575,45.7625,48.05,50.45,52.975,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8240,Pub Safety Communication Coord,21,SFMTA,7465,3486,4238,,43.575,45.7625,48.05,50.45,52.975,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8247,Emergency Planning Coordinator,21,COMMN,7155,2997,3643,,37.4625,39.3375,41.3,43.375,45.5375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8247,Emergency Planning Coordinator,21,SFMTA,7155,2997,3643,,37.4625,39.3375,41.3,43.375,45.5375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8249,Fingerprint Technician 1,790,COMMN,6410,2084,2533,,26.05,27.35,28.7125,30.15,31.6625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8249,Fingerprint Technician 1,790,SFMTA,6410,2084,2533,,26.05,27.35,28.7125,30.15,31.6625,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8250,Fingerprint Technician 2,790,COMMN,6570,2252,2737,,28.15,29.5625,31.0375,32.5875,34.2125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8250,Fingerprint Technician 2,790,SFMTA,6570,2252,2737,,28.15,29.5625,31.0375,32.5875,34.2125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8251,Fingerprint Technician 3,790,COMMN,6720,2424,2946,,30.3,31.8125,33.4,35.075,36.825,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8251,Fingerprint Technician 3,790,SFMTA,6720,2424,2946,,30.3,31.8125,33.4,35.075,36.825,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8252,Forensic Latent Examiner I,21,COMMN,6915,2666,3241,,33.325,35,36.75,38.5875,40.5125,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8253,Forensic Latent Examiner II,21,COMMN,7190,3047,3703,,38.0875,39.9875,41.9875,44.0875,46.2875,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8254,Forensic Latent Examiner Sup,21,COMMN,7390,3359,4082,,41.9875,44.0875,46.2875,48.6,51.025,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8259,Criminalist I,21,COMMN,7035,2827,3436,,35.3375,37.1125,38.9625,40.9125,42.95,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8260,Criminalist II,21,COMMN,7645,3807,4627,,47.5875,49.975,52.4625,55.0875,57.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8260,Criminalist II,21,SFMTA,7645,3807,4627,,47.5875,49.975,52.4625,55.0875,57.8375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8262,Criminalist III,21,COMMN,8145,4859,5906,,60.7375,63.7625,66.9625,70.3,73.825,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8262,Criminalist III,21,SFMTA,8145,4859,5906,,60.7375,63.7625,66.9625,70.3,73.825,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8263,Crime Lab Mgr,351,COMMN,8205,5005,6083,,62.5625,65.6875,68.975,72.425,76.0375,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8264,Forensic Document Examiner,21,COMMN,7585,3696,4492,,46.2,48.5125,50.9375,53.475,56.15,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8264,Forensic Document Examiner,21,SFMTA,7585,3696,4492,,46.2,48.5125,50.9375,53.475,56.15,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8274,Police Cadet,790,COMMN,5535,1365,1654,,17.0625,17.9125,18.7875,19.7125,20.675,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8274,Police Cadet,790,SFMTA,5535,1365,1654,,17.0625,17.9125,18.7875,19.7125,20.675,,,,,,,,,,,,,,,
FY16-17,7/1/2016,8300,Sheriff's Cadet,790,COMMN,5940,1658,2014,,20.725,21.75,22.8375,23.975,25.175,,,,,,,,,,,,,,,
